id,aqisitionStation,pressure,relative_humidity,temperature,timestamp,wind,nebulosityType,windtype
4416,"BUCURESTI BANEASA",1012.9,49,26.2,1435929863353,3.0,NULL,NULL
4417,"BUCURESTI FILARET",1014.2,67,24,1435929863375,2.0,NULL,NULL
4418,BUZAU,1012.8,60,24.1,1435929863395,7.0,NULL,NULL
4419,CALAFAT,1016.5,41,28.7,1435929863417,1.0,NULL,NULL
4420,CALARASI,1020.4,48,25,1435929863439,5.0,NULL,NULL
4421,"CALIMANI (RETITIS)",811.6,79,7.9,1435929863459,NULL,NULL,NULL
4422,ADAMCLISI,1004.4,76,19.2,1435933462689,1.0,NULL,NULL
4423,ADJUD,1012.1,79,21.9,1435933462716,5.0,NULL,NULL
4424,"ALBA IULIA",997.8,44,27.8,1435933462737,1.0,NULL,NULL
4425,ALEXANDRIA,1014.5,43,26.9,1435933462758,5.0,NULL,NULL
4426,ARAD,1010.6,30,28.9,1435933462778,1.0,NULL,NULL
4427,BACAU,1005.3,84,19.8,1435933462798,2.0,NULL,NULL
4428,BACLES,1003.9,35,27.5,1435933462819,NULL,NULL,NULL
4429,"BAIA MARE",1003.9,35,27.8,1435933462840,1.0,NULL,NULL
4430,"BAILE HERCULANE",1000.8,36,29.4,1435933462861,1.0,NULL,NULL
4431,BAILESTI,1017.6,28,29.6,1435933462881,2.0,NULL,NULL
4432,BAISOARA,876.9,41,17.4,1435933462902,1.0,NULL,NULL
4433,"BALEA LAC",805.2,89,5.3,1435933462923,3.0,NULL,NULL
4434,BANLOC,1014.3,32,30.3,1435933462944,4.0,NULL,NULL
4435,BARAOLT,966.3,42,23.6,1435933462964,3.0,NULL,NULL
4436,BARLAD,1004.1,58,24.4,1435933462986,5.0,NULL,NULL
4437,"BARNOVA (RADAR)",978.2,96,21,1435933463007,1.0,NULL,NULL
4438,BATOS,974,40,26.1,1435933463027,1.0,NULL,NULL
4439,BECHET,1019.3,39,28.6,1435933463049,2.0,NULL,NULL
4440,BISOCA,927.9,83,15.6,1435933463070,9.0,NULL,NULL
4441,BISTRITA,982.7,39,26,1435933463091,1.0,NULL,NULL
4442,BLAJ,986.4,43,26,1435933463113,3.0,NULL,NULL
4443,BOITA,965.4,51,25.7,1435933463134,2.0,NULL,NULL
4444,BOROD,986.8,37,26.4,1435933463156,5.0,NULL,NULL
4445,BOTOSANI,1006.4,35,28.8,1435933463177,4.0,NULL,NULL
4446,BOZOVICI,994.6,41,27.9,1435933463198,1.0,NULL,NULL
4447,BRAILA,1020.5,46,27.4,1435933463219,4.0,NULL,NULL
4448,"BRASOV GHIMBAV",963.2,47,23.6,1435933463255,3.0,NULL,NULL
4449,BUCIN,884.9,50,17.4,1435933463303,4.0,NULL,NULL
4450,"BUCURESTI AFUMATI",1014.2,44,25.4,1435933463324,4.0,NULL,NULL
4451,"BUCURESTI BANEASA",1013.1,48,26.2,1435933463345,4.0,NULL,NULL
4452,"BUCURESTI FILARET",1014.2,57,24.5,1435933463366,2.0,NULL,NULL
4453,BUZAU,1012.5,54,24.7,1435933463387,7.0,NULL,NULL
4454,CALAFAT,1016.3,34,29.5,1435933463408,2.0,NULL,NULL
4455,CALARASI,1020.8,60,22.8,1435933463429,6.0,NULL,NULL
4456,"CALIMANI (RETITIS)",811.8,65,9.8,1435933463449,NULL,NULL,NULL
4457,"CAMPENI (BISTRA)",955.4,38,25.9,1435933463470,1.0,NULL,NULL
4458,CAMPINA,971.1,51,22.1,1435933463491,2.0,NULL,NULL
4459,"CAMPULUNG MUSCEL",946.6,50,23.8,1435933463512,3.0,NULL,NULL
4460,CARACAL,1011.2,41,27.5,1435933463534,2.0,NULL,NULL
4461,CARANSEBES,995.9,35,28.8,1435933463555,4.0,NULL,NULL
4462,"CEAHLAU TOACA",822.1,92,11.7,1435933463587,8.0,NULL,NULL
4463,CERNAVODA,1013.1,84,19,1435933463610,3.0,NULL,NULL
4464,"CHISINEU CRIS",1013,30,29.9,1435933463631,2.0,NULL,NULL
4465,CLUJ-NAPOCA,978.2,46,26.2,1435933463651,2.0,NULL,NULL
4466,CONSTANTA,1020.9,75,21.2,1435933463676,3.0,NULL,NULL
4467,CORUGEA,996.7,100,20.7,1435933463708,1.0,NULL,NULL
4468,COTNARI,990.7,37,27.5,1435933463730,6.0,NULL,NULL
4469,CRAIOVA,1001.1,47,26.2,1435933463751,1.0,NULL,NULL
4470,CUNTU,866.2,76,16.4,1435933463773,1.0,NULL,NULL
4471,"CURTEA DE ARGES",971.8,32,25.4,1435933463793,1.0,NULL,NULL
4472,DARABANI,995.6,43,25.5,1435933463814,6.0,NULL,NULL
4473,DEDULESTI-MORARESTI,998,45,24.2,1435933463834,NULL,NULL,NULL
4474,DEJ,998,45,27.1,1435933463855,2.0,NULL,NULL
4475,DEVA,997.1,32,27.4,1435933463875,4.0,NULL,NULL
4476,DRAGASANI,991.7,43,26.2,1435933463896,2.0,NULL,NULL
4477,"DROBETA TURNU SEVERIN",1014.5,27,30.8,1435933463917,2.0,NULL,NULL
4478,DUMBRAVENI,987.8,42,26.9,1435933463937,1.0,NULL,NULL
4479,"DUMBRAVITA DE CODRU",958.6,40,25.8,1435933463960,2.0,NULL,NULL
4480,FAGARAS,975.5,50,24.2,1435933463980,2.0,NULL,NULL
4481,FETESTI,1016.6,94,18,1435933464001,3.0,NULL,NULL
4482,FOCSANI,1018.8,72,21.9,1435933464023,2.0,NULL,NULL
4483,FUNDATA,874.1,81,16.6,1435933464044,3.0,NULL,NULL
4484,FUNDULEA,1016.1,52,25.6,1435933464066,8.0,NULL,NULL
4485,GALATI,1014.4,50,25.1,1435933464098,4.0,NULL,NULL
4486,GIURGIU,1020.4,46,27.6,1435933464118,2.0,NULL,NULL
4487,GORGOVA,1021.2,60,25.6,1435933464140,5.0,NULL,NULL
4488,GRIVITA,1017.3,50,26.2,1435933464161,6.0,NULL,NULL
4489,"GURA PORTITEI",1021.5,70,22.5,1435933464182,2.0,NULL,NULL
4490,GURAHONT,1003.6,33,28.2,1435933464203,2.0,NULL,NULL
4491,HALANGA,1017,31,30.3,1435933464224,2.0,NULL,NULL
4492,HARSOVA,1018.3,100,17,1435933464245,1.0,NULL,NULL
4493,HOLOD,1006.2,40,29.2,1435933464266,2.0,NULL,NULL
4494,HUEDIN,962.6,51,25.4,1435933464287,2.0,NULL,NULL
4495,IASI,1015.6,70,23.8,1435933464308,1.0,NULL,NULL
4496,IEZER,834.1,78,13.5,1435933464329,3.0,NULL,NULL
4497,"INTORSURA BUZAULUI",946.6,76,17.4,1435933464350,1.0,NULL,NULL
4498,JIMBOLIA,1014.9,34,29.8,1435933464372,2.0,NULL,NULL
4499,JOSENI,940.2,60,22.4,1435933464393,5.0,NULL,NULL
4500,JURILOVCA,1017.6,72,21.4,1435933464414,2.0,NULL,NULL
4501,LACAUTI,823.9,100,9,1435933464435,6.0,NULL,NULL
4502,LUGOJ,1009.3,30,29.7,1435933464457,5.0,NULL,NULL
4503,MAHMUDIA,1001.8,65,23.4,1435933464478,6.0,NULL,NULL
4504,MANGALIA,1021.1,66,22.9,1435933464514,2.0,NULL,NULL
4505,MEDGIDIA,1014.8,74,20.8,1435933464534,4.0,NULL,NULL
4506,"MIERCUREA CIUC",948.9,47,23.4,1435933464555,5.0,NULL,NULL
4507,"MOLDOVA VECHE",1013.9,39,29.4,1435933464576,1.0,NULL,NULL
4508,"NEGRESTI (VASLUI)",1009.5,90,19,1435933464597,7.0,NULL,NULL
4509,"OBARSIA LOTRULUI",876.9,45,18.5,1435933464618,1.0,NULL,NULL
4510,"OCNA SUGATAG",968.6,38,25,1435933464639,2.0,NULL,NULL
4511,"ODORHEIUL SECUIESC",964.7,45,25.1,1435933464660,4.0,NULL,NULL
4512,OLTENITA,1020.3,60,26,1435933464680,6.0,NULL,NULL
4513,ORADEA,1009.4,30,29.6,1435933464701,5.0,NULL,NULL
4514,ORAVITA,988.1,44,26.6,1435933464723,1.0,NULL,NULL
4515,"PADES (APA NEAGRA)",866.2,65,28,1435933464743,NULL,NULL,NULL
4516,PALTINIS,866.2,65,16.3,1435933464764,1.0,NULL,NULL
4517,PARANG,855.6,71,15.2,1435933464784,1.0,NULL,NULL
4518,PATARLAGELE,989,68,22.2,1435933464806,3.0,NULL,NULL
4519,PENTELEU,845.8,94,10.7,1435933464826,9.0,NULL,NULL
4520,PETROSANI,957,61,23.2,1435933464846,4.0,NULL,NULL
4521,"PIATRA NEAMT",983.5,42,25.8,1435933464885,5.0,NULL,NULL
4522,PITESTI,986.2,33,28.1,1435933464906,1.0,NULL,NULL
4523,PLOIESTI,1003.3,58,23.2,1435933464927,3.0,NULL,NULL
4524,"POIANA STAMPEI",921.9,57,19.1,1435933464948,7.0,NULL,NULL
4525,POLOVRAGI,963.1,44,26.1,1435933464968,2.0,NULL,NULL
4526,PREDEAL,903.4,69,17.4,1435933464988,1.0,NULL,NULL
4527,RADAUTI,981.4,43,25.8,1435933465009,5.0,NULL,NULL
4528,"RAMNICU SARAT",1006.9,88,23.8,1435933465030,4.0,NULL,NULL
4529,"RAMNICU VALCEA",995.9,34,29.3,1435933465050,1.0,NULL,NULL
4530,RESITA,991.3,37,28.2,1435933465071,3.0,NULL,NULL
4531,ROMAN,998.3,38,27.7,1435933465092,7.0,NULL,NULL
4532,"ROSIA MONTANA",893.4,50,21.1,1435933465113,2.0,NULL,NULL
4533,"ROSIORII DE VEDE",1011.2,34,28.2,1435933465133,2.0,NULL,NULL
4534,SACUIENI,1012.4,35,28.8,1435933465154,4.0,NULL,NULL
4535,"SANNICOLAU MARE",1012.3,29,29.5,1435933465175,2.0,NULL,NULL
4536,SARMASU,980.1,42,25.6,1435933465195,5.0,NULL,NULL
4537,"SATU MARE",1011.5,39,28.4,1435933465215,1.0,NULL,NULL
4538,"SEBES (ALBA)",994.1,43,26.6,1435933465236,3.0,NULL,NULL
4539,SEMENIC,868.4,70,16.1,1435933465256,3.0,NULL,NULL
4540,"SFANTU GHEORGHE (DELTA)",1021.8,63,24,1435933465277,8.0,NULL,NULL
4541,"SFANTU GHEORGHE (MUNTE)",964.6,55,22.4,1435933465315,3.0,NULL,NULL
4542,SIBIU,974.2,43,24.4,1435933465336,2.0,NULL,NULL
4543,"SIGHETUL MARMATIEI",994.4,36,27.5,1435933465359,1.0,NULL,NULL
4544,"SINAIA 1500",858.3,64,14.5,1435933465380,2.0,NULL,NULL
4545,SIRIA,970.6,32,26.1,1435933465400,2.0,NULL,NULL
4546,SLATINA,1003.6,44,26.7,1435933465421,1.0,NULL,NULL
4547,SLOBOZIA,1017.2,65,22.1,1435933465442,8.0,NULL,NULL
4548,"STANA DE VALE",1011.4,41,20.1,1435933465463,NULL,NULL,NULL
4549,"STEFANESTI STANCA",1011.4,41,28.1,1435933465484,5.0,NULL,NULL
4550,"STEI (PETRU GROZA)",992,45,26.7,1435933465505,2.0,NULL,NULL
4551,STOLNICI,983.4,43,28.6,1435933465527,NULL,NULL,NULL
4552,SUCEAVA,983.4,43,24.8,1435933465548,3.0,NULL,NULL
4553,SULINA,1019.8,72,22.4,1435933465569,7.0,NULL,NULL
4554,"SUPURU DE JOS",792.7,91,27.9,1435933465590,NULL,NULL,NULL
4555,TARCU,792.7,91,10.6,1435933465611,2.0,NULL,NULL
4556,TARGOVISTE,989.1,50,24.5,1435933465632,3.0,NULL,NULL
4557,"TARGU JIU",999.7,31,28.3,1435933465654,1.0,NULL,NULL
4558,"TARGU LAPUS",984.5,50,26.4,1435933465675,1.0,NULL,NULL
4559,"TARGU LOGRESTI",993,37,28,1435933465706,1.0,NULL,NULL
4560,"TARGU MURES",989.8,42,26.2,1435933465728,2.0,NULL,NULL
4561,"TARGU NEAMT",980.8,44,25.6,1435933465752,3.0,NULL,NULL
4562,"TARGU OCNA",997.2,96,17.2,1435933465773,1.0,NULL,NULL
4563,"TARGU SECUIESC",959.8,69,18.3,1435933465794,5.0,NULL,NULL
4564,"TARNAVENI (BOBOHALMA)",965.3,47,23.4,1435933465815,5.0,NULL,NULL
4565,TEBEA,993.3,32,27.7,1435933465837,4.0,NULL,NULL
4566,TECUCI,1017.4,91,19.7,1435933465858,2.0,NULL,NULL
4567,TIMISOARA,1013.6,26,30.1,1435933465879,2.0,NULL,NULL
4568,TITU,1005.7,49,25.2,1435933465899,3.0,NULL,NULL
4569,TOPLITA,947.6,44,23,1435933465920,4.0,NULL,NULL
4570,TULCEA,1022,78,23.2,1435933465941,3.0,NULL,NULL
4571,TURDA,976.8,41,27.2,1435933465962,1.0,NULL,NULL
4572,"TURNU MAGURELE",1019.6,48,27,1435933465983,2.0,NULL,NULL
4573,URZICENI,1016.3,50,25.8,1435933466003,8.0,NULL,NULL
4574,"VARADIA DE MURES",1006.9,32,28.6,1435933466024,3.0,NULL,NULL
4575,"VARFUL OMU",761.7,100,4.3,1435933466055,NULL,NULL,NULL
4576,VASLUI,1010.5,77,21,1435933466076,3.0,NULL,NULL
4577,VIDELE,1010.3,36,28.4,1435933466097,5.0,NULL,NULL
4578,"VLADEASA 1400",872.5,65,16.2,1435933466118,2.0,NULL,NULL
4579,"VLADEASA 1800",827.8,65,14,1435933466138,3.0,NULL,NULL
4580,VOINEASA,991.7,39,24.2,1435933466159,NULL,NULL,NULL
4581,ZALAU,991.7,39,27,1435933466179,2.0,NULL,NULL
4582,ZIMNICEA,1019.2,39,28.3,1435933466200,3.0,NULL,NULL
4583,ADAMCLISI,1003.8,77,20.1,1435937062677,2.0,NULL,NULL
4584,ADJUD,1012,93,21.6,1435937062698,5.0,NULL,NULL
4585,"ALBA IULIA",997.5,42,27.7,1435937062719,2.0,NULL,NULL
4586,ALEXANDRIA,1014.6,44,26.2,1435937062740,4.0,NULL,NULL
4587,ARAD,1010.4,28,29.5,1435937062760,1.0,NULL,NULL
4588,BACAU,1004.6,88,19.4,1435937062781,1.0,NULL,NULL
4589,BACLES,987.8,35,27.3,1435937062802,1.0,NULL,NULL
4590,"BAIA MARE",1003.7,39,28.4,1435937062823,2.0,NULL,NULL
4591,"BAILE HERCULANE",1017.6,27,28.9,1435937062843,NULL,NULL,NULL
4592,BAILESTI,1017.6,27,29.6,1435937062864,2.0,NULL,NULL
4593,BAISOARA,876.9,46,17.5,1435937062896,2.0,NULL,NULL
4594,"BALEA LAC",805.2,86,5.3,1435937062918,6.0,NULL,NULL
4595,BANLOC,1014.2,28,30.1,1435937062940,3.0,NULL,NULL
4596,BARAOLT,965.9,41,24.5,1435937062960,2.0,NULL,NULL
4597,BARLAD,1004.1,58,23.8,1435937062981,4.0,NULL,NULL
4598,"BARNOVA (RADAR)",978.3,84,23.7,1435937063003,1.0,NULL,NULL
4599,BATOS,973.6,41,25.1,1435937063024,1.0,NULL,NULL
4600,BECHET,1019.2,35,28.8,1435937063044,2.0,NULL,NULL
4601,BISOCA,927.9,73,16.6,1435937063064,9.0,NULL,NULL
4602,BISTRITA,982.3,40,26.1,1435937063085,1.0,NULL,NULL
4603,BLAJ,986.1,43,25.5,1435937063105,2.0,NULL,NULL
4604,BOITA,965.3,49,24.6,1435937063126,2.0,NULL,NULL
4605,BOROD,986.8,39,26.3,1435937063148,5.0,NULL,NULL
4606,BOTOSANI,1006,37,27.5,1435937063169,2.0,NULL,NULL
4607,BOZOVICI,1020.4,61,27.2,1435937063191,NULL,NULL,NULL
4608,BRAILA,1020.4,61,24.6,1435937063212,4.0,NULL,NULL
4609,"BRASOV GHIMBAV",963.2,62,21.5,1435937063248,3.0,NULL,NULL
4610,BUCIN,884.7,50,18.3,1435937063268,2.0,NULL,NULL
4611,"BUCURESTI AFUMATI",1014,50,24.5,1435937063292,4.0,NULL,NULL
4612,"BUCURESTI BANEASA",1013,47,25.9,1435937063312,4.0,NULL,NULL
4613,"BUCURESTI FILARET",1014.3,54,24.9,1435937063333,2.0,NULL,NULL
4614,BUZAU,1012.6,60,22.6,1435937063354,7.0,NULL,NULL
4615,CALAFAT,1016.2,33,29.8,1435937063375,1.0,NULL,NULL
4616,CALARASI,1020.8,95,18,1435937063397,2.0,NULL,NULL
4617,"CALIMANI (RETITIS)",811.8,76,9.6,1435937063420,NULL,NULL,NULL
4618,"CAMPENI (BISTRA)",955.2,39,25.3,1435937063441,2.0,NULL,NULL
4619,CAMPINA,971.1,70,20.3,1435937063463,1.0,NULL,NULL
4620,"CAMPULUNG MUSCEL",946.7,48,24.3,1435937063484,2.0,NULL,NULL
4621,CARACAL,1011.1,41,28.3,1435937063505,2.0,NULL,NULL
4622,CARANSEBES,995.8,38,28.4,1435937063526,4.0,NULL,NULL
4623,"CEAHLAU TOACA",822.1,94,11.1,1435937063547,8.0,NULL,NULL
4624,CERNAVODA,1012.1,68,23.1,1435937063567,3.0,NULL,NULL
4625,"CHISINEU CRIS",1012.7,28,30.4,1435937063587,1.0,NULL,NULL
4626,CLUJ-NAPOCA,977.9,41,26.4,1435937063609,1.0,NULL,NULL
4627,CONSTANTA,1020.2,60,23.7,1435937063630,2.0,NULL,NULL
4628,CORUGEA,996.3,100,22.2,1435937063661,1.0,NULL,NULL
4629,COTNARI,990.6,40,25.9,1435937063683,6.0,NULL,NULL
4630,CRAIOVA,1001,37,27.8,1435937063704,1.0,NULL,NULL
4631,CUNTU,866.2,76,16.4,1435937063725,1.0,NULL,NULL
4632,"CURTEA DE ARGES",971.7,34,25,1435937063745,2.0,NULL,NULL
4633,DARABANI,995.4,40,26.5,1435937063766,6.0,NULL,NULL
4634,DEDULESTI-MORARESTI,997.8,43,23.6,1435937063787,NULL,NULL,NULL
4635,DEJ,997.8,43,27.4,1435937063807,2.0,NULL,NULL
4636,DEVA,996.9,34,27.8,1435937063828,4.0,NULL,NULL
4637,DRAGASANI,991.5,37,28.1,1435937063849,1.0,NULL,NULL
4638,"DROBETA TURNU SEVERIN",1014.4,29,29.8,1435937063869,2.0,NULL,NULL
4639,DUMBRAVENI,987.8,43,26,1435937063890,3.0,NULL,NULL
4640,"DUMBRAVITA DE CODRU",958.1,42,25.5,1435937063912,2.0,NULL,NULL
4641,FAGARAS,975.3,50,24.8,1435937063933,2.0,NULL,NULL
4642,FETESTI,1015.2,76,20.6,1435937063954,2.0,NULL,NULL
4643,FOCSANI,1018.2,78,22.5,1435937063975,2.0,NULL,NULL
4644,FUNDATA,1016.1,50,16.5,1435937064009,NULL,NULL,NULL
4645,FUNDULEA,1016.1,50,26.4,1435937064030,8.0,NULL,NULL
4646,GALATI,1014.3,49,26,1435937064052,4.0,NULL,NULL
4647,GIURGIU,1020.4,46,27.2,1435937064073,2.0,NULL,NULL
4648,GORGOVA,1021.9,60,24.5,1435937064094,5.0,NULL,NULL
4649,GRIVITA,1018,79,20.4,1435937064115,2.0,NULL,NULL
4650,"GURA PORTITEI",1021.7,76,22.3,1435937064136,2.0,NULL,NULL
4651,GURAHONT,1003.5,32,29.4,1435937064157,2.0,NULL,NULL
4652,HALANGA,1017,31,29.6,1435937064178,2.0,NULL,NULL
4653,HARSOVA,1017.5,84,20.2,1435937064199,1.0,NULL,NULL
4654,HOLOD,1006.2,40,29.4,1435937064220,2.0,NULL,NULL
4655,HUEDIN,962.4,49,25.3,1435937064241,1.0,NULL,NULL
4656,IASI,946.7,86,27.6,1435937064261,NULL,NULL,NULL
4657,IEZER,946.7,86,8.2,1435937064282,NULL,NULL,NULL
4658,"INTORSURA BUZAULUI",946.7,86,16.3,1435937064303,1.0,NULL,NULL
4659,JIMBOLIA,1014.8,31,30.4,1435937064324,2.0,NULL,NULL
4660,JOSENI,940,57,22.6,1435937064345,6.0,NULL,NULL
4661,JURILOVCA,1017.6,72,21.4,1435937064365,2.0,NULL,NULL
4662,LACAUTI,823.9,100,9.6,1435937064386,7.0,NULL,NULL
4663,LUGOJ,1009.2,27,29.4,1435937064407,6.0,NULL,NULL
4664,MAHMUDIA,1002,67,22,1435937064427,8.0,NULL,NULL
4665,MANGALIA,1020.7,61,22.3,1435937064447,3.0,NULL,NULL
4666,MEDGIDIA,1014.2,74,21.8,1435937064473,3.0,NULL,NULL
4667,"MIERCUREA CIUC",948.7,46,23.4,1435937064504,4.0,NULL,NULL
4668,"MOLDOVA VECHE",1014,36,30.4,1435937064525,2.0,NULL,NULL
4669,"NEGRESTI (VASLUI)",1008.7,64,22.5,1435937064546,4.0,NULL,NULL
4670,"OBARSIA LOTRULUI",876.8,44,18.6,1435937064567,1.0,NULL,NULL
4671,"OCNA SUGATAG",968.3,38,25.1,1435937064588,2.0,NULL,NULL
4672,"ODORHEIUL SECUIESC",964.3,36,25.5,1435937064609,3.0,NULL,NULL
4673,OLTENITA,1020.3,60,26,1435937064630,6.0,NULL,NULL
4674,ORADEA,1009.3,28,29.9,1435937064651,3.0,NULL,NULL
4675,ORAVITA,988,41,26.7,1435937064672,2.0,NULL,NULL
4676,"PADES (APA NEAGRA)",866.1,68,28,1435937064692,NULL,NULL,NULL
4677,PALTINIS,866.1,68,15.9,1435937064713,1.0,NULL,NULL
4678,PARANG,855.6,57,15.9,1435937064735,1.0,NULL,NULL
4679,PATARLAGELE,989.3,59,23,1435937064755,3.0,NULL,NULL
4680,PENTELEU,845.9,89,10.5,1435937064776,8.0,NULL,NULL
4681,PETROSANI,957,55,25,1435937064796,4.0,NULL,NULL
4682,"PIATRA NEAMT",983.2,43,25.9,1435937064817,5.0,NULL,NULL
4683,PITESTI,986.2,35,27,1435937064838,4.0,NULL,NULL
4684,PLOIESTI,1003.2,61,23,1435937064874,3.0,NULL,NULL
4685,"POIANA STAMPEI",921.9,56,20.2,1435937064896,6.0,NULL,NULL
4686,POLOVRAGI,963.4,47,24.3,1435937064920,1.0,NULL,NULL
4687,PREDEAL,903.4,83,15.2,1435937064943,1.0,NULL,NULL
4688,RADAUTI,981.1,42,25,1435937064964,4.0,NULL,NULL
4689,"RAMNICU SARAT",1007.2,100,21,1435937064985,3.0,NULL,NULL
4690,"RAMNICU VALCEA",995.9,34,27.6,1435937065006,1.0,NULL,NULL
4691,RESITA,991.3,34,28.4,1435937065026,4.0,NULL,NULL
4692,ROMAN,998.3,37,27.1,1435937065047,6.0,NULL,NULL
4693,"ROSIA MONTANA",893.3,51,20.7,1435937065067,2.0,NULL,NULL
4694,"ROSIORII DE VEDE",1011.4,37,28.1,1435937065088,1.0,NULL,NULL
4695,SACUIENI,1012,34,29.2,1435937065109,5.0,NULL,NULL
4696,"SANNICOLAU MARE",1012.3,27,30,1435937065129,3.0,NULL,NULL
4697,SARMASU,979.7,43,25.9,1435937065150,4.0,NULL,NULL
4698,"SATU MARE",1011.2,32,29.2,1435937065171,1.0,NULL,NULL
4699,"SEBES (ALBA)",993.9,47,25.7,1435937065194,3.0,NULL,NULL
4700,SEMENIC,868.6,67,16.6,1435937065225,4.0,NULL,NULL
4701,"SFANTU GHEORGHE (DELTA)",1022.2,66,23.2,1435937065246,8.0,NULL,NULL
4702,"SFANTU GHEORGHE (MUNTE)",965.3,69,21.5,1435937065267,2.0,NULL,NULL
4703,SIBIU,973.9,44,26.1,1435937065288,1.0,NULL,NULL
4704,"SIGHETUL MARMATIEI",858.6,67,27.9,1435937065309,NULL,NULL,NULL
4705,"SINAIA 1500",858.6,67,14.9,1435937065331,1.0,NULL,NULL
4706,SIRIA,970.5,33,27.7,1435937065352,2.0,NULL,NULL
4707,SLATINA,1003.5,35,28.8,1435937065373,1.0,NULL,NULL
4708,SLOBOZIA,1017.2,65,20.9,1435937065394,1.0,NULL,NULL
4709,"STANA DE VALE",902.3,65,19.5,1435937065415,1.0,NULL,NULL
4710,"STEFANESTI STANCA",1011.1,40,27.7,1435937065435,5.0,NULL,NULL
4711,"STEI (PETRU GROZA)",991.9,41,27.2,1435937065455,1.0,NULL,NULL
4712,STOLNICI,983,41,27.6,1435937065476,NULL,NULL,NULL
4713,SUCEAVA,983,41,25.8,1435937065496,3.0,NULL,NULL
4714,SULINA,1020.1,76,22.4,1435937065516,9.0,NULL,NULL
4715,"SUPURU DE JOS",792.9,89,28.2,1435937065552,NULL,NULL,NULL
4716,TARCU,792.9,89,10.9,1435937065573,3.0,NULL,NULL
4717,TARGOVISTE,990,63,21.9,1435937065596,3.0,NULL,NULL
4718,"TARGU JIU",984.5,40,30.1,1435937065617,NULL,NULL,NULL
4719,"TARGU LAPUS",984.5,40,26.6,1435937065639,2.0,NULL,NULL
4720,"TARGU LOGRESTI",992.9,41,28,1435937065660,2.0,NULL,NULL
4721,"TARGU MURES",989.4,43,25.8,1435937065681,2.0,NULL,NULL
4722,"TARGU NEAMT",980.6,46,25.6,1435937065703,3.0,NULL,NULL
4723,"TARGU OCNA",997,90,18.4,1435937065724,1.0,NULL,NULL
4724,"TARGU SECUIESC",959.9,70,18.1,1435937065745,4.0,NULL,NULL
4725,"TARNAVENI (BOBOHALMA)",965.1,49,24.6,1435937065766,3.0,NULL,NULL
4726,TEBEA,993.1,35,27.9,1435937065788,4.0,NULL,NULL
4727,TECUCI,1017,64,23.9,1435937065809,4.0,NULL,NULL
4728,TIMISOARA,1013.6,24,30.4,1435937065831,2.0,NULL,NULL
4729,TITU,1006.3,58,24,1435937065852,4.0,NULL,NULL
4730,TOPLITA,947.3,42,23.5,1435937065889,4.0,NULL,NULL
4731,ADAMCLISI,1003.8,64,22.4,1435940662742,1.0,NULL,NULL
4732,ADJUD,1011.6,93,21.7,1435940662778,5.0,NULL,NULL
4733,"ALBA IULIA",997.3,42,27.7,1435940662799,2.0,NULL,NULL
4734,ALEXANDRIA,1014.9,48,26.3,1435940662820,3.0,NULL,NULL
4735,ARAD,1010.3,28,29.2,1435940662841,2.0,NULL,NULL
4736,BACAU,1004.6,77,21.6,1435940662861,1.0,NULL,NULL
4737,BACLES,987.8,36,26.8,1435940662883,1.0,NULL,NULL
4738,"BAIA MARE",1003.4,41,27.8,1435940662903,3.0,NULL,NULL
4739,"BAILE HERCULANE",1017.6,25,28,1435940662924,NULL,NULL,NULL
4740,BAILESTI,1017.6,25,29.5,1435940662945,2.0,NULL,NULL
4741,BAISOARA,876.9,55,16.4,1435940662966,1.0,NULL,NULL
4742,"BALEA LAC",805.6,86,5.6,1435940662987,3.0,NULL,NULL
4743,BANLOC,1014.1,27,30.2,1435940663009,3.0,NULL,NULL
4744,BARAOLT,966.2,50,23.3,1435940663030,3.0,NULL,NULL
4745,BARLAD,1003.8,64,23,1435940663050,4.0,NULL,NULL
4746,"BARNOVA (RADAR)",973.6,38,22.8,1435940663071,NULL,NULL,NULL
4747,BATOS,973.6,38,26.3,1435940663092,1.0,NULL,NULL
4748,BECHET,1019.2,33,29.4,1435940663113,2.0,NULL,NULL
4749,BISOCA,927.5,71,17.1,1435940663134,NULL,NULL,NULL
4750,BISTRITA,982.3,41,26.4,1435940663155,2.0,NULL,NULL
4751,BLAJ,985.9,41,26.1,1435940663177,2.0,NULL,NULL
4752,BOITA,965.3,50,25.2,1435940663198,2.0,NULL,NULL
4753,BOROD,986.6,44,26.6,1435940663230,3.0,NULL,NULL
4754,BOTOSANI,1006.2,41,27.7,1435940663251,2.0,NULL,NULL
4755,BOZOVICI,994.5,53,26.2,1435940663271,3.0,NULL,NULL
4756,BRAILA,1021.5,78,20.9,1435940663293,3.0,NULL,NULL
4757,"BRASOV GHIMBAV",963.9,60,21.2,1435940663314,1.0,NULL,NULL
4758,BUCIN,884.7,50,18.4,1435940663335,4.0,NULL,NULL
4759,"BUCURESTI AFUMATI",1014.1,50,25.3,1435940663356,4.0,NULL,NULL
4760,"BUCURESTI BANEASA",1013,49,25.4,1435940663377,3.0,NULL,NULL
4761,"BUCURESTI FILARET",1014.1,53,24.5,1435940663398,2.0,NULL,NULL
4762,BUZAU,1012.5,58,23.7,1435940663419,5.0,NULL,NULL
4763,CALAFAT,1016.1,32,30.1,1435940663445,2.0,NULL,NULL
4764,CALARASI,1021.3,80,19.3,1435940663466,3.0,NULL,NULL
